event_start,event_value
2025-01-03T13:00:00+00:00,3.6198
2025-01-03T14:00:00+00:00,7.0864
2025-01-03T15:00:00+00:00,0.5142
2025-01-03T16:00:00+00:00,0
2025-01-03T17:00:00+00:00,0
2025-01-03T18:00:00+00:00,0
2025-01-03T19:00:00+00:00,0
2025-01-03T20:00:00+00:00,0
2025-01-03T21:00:00+00:00,0
2025-01-03T22:00:00+00:00,0
2025-01-03T23:00:00+00:00,0
2025-01-04T00:00:00+00:00,0
2025-01-04T01:00:00+00:00,0
2025-01-04T02:00:00+00:00,0
2025-01-04T03:00:00+00:00,0
2025-01-04T04:00:00+00:00,0
2025-01-04T05:00:00+00:00,0
2025-01-04T06:00:00+00:00,0
2025-01-04T07:00:00+00:00,0
2025-01-04T08:00:00+00:00,0
2025-01-04T09:00:00+00:00,1.1052
2025-01-04T10:00:00+00:00,3.709
2025-01-04T11:00:00+00:00,2.5054
2025-01-04T12:00:00+00:00,2.2494
2025-01-04T13:00:00+00:00,3.8866
2025-01-04T14:00:00+00:00,1.6558
2025-01-04T15:00:00+00:00,0
2025-01-04T16:00:00+00:00,0
2025-01-04T17:00:00+00:00,0
2025-01-04T18:00:00+00:00,0
2025-01-04T19:00:00+00:00,0
2025-01-04T20:00:00+00:00,0
2025-01-04T21:00:00+00:00,0
2025-01-04T22:00:00+00:00,0
2025-01-04T23:00:00+00:00,0
2025-01-05T00:00:00+00:00,0
2025-01-05T01:00:00+00:00,0
2025-01-05T02:00:00+00:00,0
2025-01-05T03:00:00+00:00,0
2025-01-05T04:00:00+00:00,0
2025-01-05T05:00:00+00:00,0
2025-01-05T06:00:00+00:00,0
2025-01-05T07:00:00+00:00,0
2025-01-05T08:00:00+00:00,0
2025-01-05T09:00:00+00:00,0.1258
2025-01-05T10:00:00+00:00,2.3728
2025-01-05T11:00:00+00:00,3.1436
2025-01-05T12:00:00+00:00,7.0898
2025-01-05T13:00:00+00:00,2.3564
2025-01-05T14:00:00+00:00,4.672
2025-01-05T15:00:00+00:00,2.2932
2025-01-05T16:00:00+00:00,0
2025-01-05T17:00:00+00:00,0
2025-01-05T18:00:00+00:00,0
2025-01-05T19:00:00+00:00,0
2025-01-05T20:00:00+00:00,0
2025-01-05T21:00:00+00:00,0
2025-01-05T22:00:00+00:00,0
2025-01-05T23:00:00+00:00,0
2025-01-06T00:00:00+00:00,0
2025-01-06T01:00:00+00:00,0
2025-01-06T02:00:00+00:00,0
2025-01-06T03:00:00+00:00,0
2025-01-06T04:00:00+00:00,0
2025-01-06T05:00:00+00:00,0
2025-01-06T06:00:00+00:00,0
2025-01-06T07:00:00+00:00,0
2025-01-06T08:00:00+00:00,0
2025-01-06T09:00:00+00:00,7.2822
2025-01-06T10:00:00+00:00,9.7178
2025-01-06T11:00:00+00:00,8.5244
2025-01-06T12:00:00+00:00,1.0754
2025-01-06T13:00:00+00:00,6.3368
2025-01-06T14:00:00+00:00,6.3864
2025-01-06T15:00:00+00:00,2.544
2025-01-06T16:00:00+00:00,0
2025-01-06T17:00:00+00:00,0
2025-01-06T18:00:00+00:00,0
2025-01-06T19:00:00+00:00,0
2025-01-06T20:00:00+00:00,0
2025-01-06T21:00:00+00:00,0
2025-01-06T22:00:00+00:00,0
2025-01-06T23:00:00+00:00,0
2025-01-07T00:00:00+00:00,0
2025-01-07T01:00:00+00:00,0
2025-01-07T02:00:00+00:00,0
2025-01-07T03:00:00+00:00,0
2025-01-07T04:00:00+00:00,0
2025-01-07T05:00:00+00:00,0
2025-01-07T06:00:00+00:00,0
2025-01-07T07:00:00+00:00,0
2025-01-07T08:00:00+00:00,0
2025-01-07T09:00:00+00:00,0.0222
2025-01-07T10:00:00+00:00,2.9662
2025-01-07T11:00:00+00:00,0.66
2025-01-07T12:00:00+00:00,3.615
2025-01-07T13:00:00+00:00,4.2254
2025-01-07T14:00:00+00:00,0.4136
2025-01-07T15:00:00+00:00,2.487
2025-01-07T16:00:00+00:00,0
2025-01-07T17:00:00+00:00,0
2025-01-07T18:00:00+00:00,0
2025-01-07T19:00:00+00:00,0
2025-01-07T20:00:00+00:00,0
2025-01-07T21:00:00+00:00,0
2025-01-07T22:00:00+00:00,0
2025-01-07T23:00:00+00:00,0
2025-01-08T00:00:00+00:00,0
2025-01-08T01:00:00+00:00,0
2025-01-08T02:00:00+00:00,0
2025-01-08T03:00:00+00:00,0
2025-01-08T04:00:00+00:00,0
2025-01-08T05:00:00+00:00,0
2025-01-08T06:00:00+00:00,0
2025-01-08T07:00:00+00:00,0
2025-01-08T08:00:00+00:00,0
2025-01-08T09:00:00+00:00,0.3914
2025-01-08T10:00:00+00:00,1.1664
2025-01-08T11:00:00+00:00,0.8848
2025-01-08T12:00:00+00:00,3.1106
2025-01-08T13:00:00+00:00,0.2932
2025-01-08T14:00:00+00:00,0.3202
2025-01-08T15:00:00+00:00,0.2016
2025-01-08T16:00:00+00:00,0
2025-01-08T17:00:00+00:00,0
2025-01-08T18:00:00+00:00,0
2025-01-08T19:00:00+00:00,0
2025-01-08T20:00:00+00:00,0
2025-01-08T21:00:00+00:00,0
2025-01-08T22:00:00+00:00,0
2025-01-08T23:00:00+00:00,0
2025-01-09T00:00:00+00:00,0
2025-01-09T01:00:00+00:00,0
2025-01-09T02:00:00+00:00,0
2025-01-09T03:00:00+00:00,0
2025-01-09T04:00:00+00:00,0
2025-01-09T05:00:00+00:00,0
2025-01-09T06:00:00+00:00,0
2025-01-09T07:00:00+00:00,0
2025-01-09T08:00:00+00:00,0
2025-01-09T09:00:00+00:00,6.8888
2025-01-09T10:00:00+00:00,0.9284
2025-01-09T11:00:00+00:00,10.6296
2025-01-09T12:00:00+00:00,3.2102
2025-01-09T13:00:00+00:00,0.2228
2025-01-09T14:00:00+00:00,4.7886
2025-01-09T15:00:00+00:00,1.4114
2025-01-09T16:00:00+00:00,0
2025-01-09T17:00:00+00:00,0
2025-01-09T18:00:00+00:00,0
2025-01-09T19:00:00+00:00,0
2025-01-09T20:00:00+00:00,0
2025-01-09T21:00:00+00:00,0
2025-01-09T22:00:00+00:00,0
2025-01-09T23:00:00+00:00,0
2025-01-10T00:00:00+00:00,0
2025-01-10T01:00:00+00:00,0
2025-01-10T02:00:00+00:00,0
2025-01-10T03:00:00+00:00,0
2025-01-10T04:00:00+00:00,0
2025-01-10T05:00:00+00:00,0
2025-01-10T06:00:00+00:00,0
2025-01-10T07:00:00+00:00,0
2025-01-10T08:00:00+00:00,0.0322
2025-01-10T09:00:00+00:00,7.354
2025-01-10T10:00:00+00:00,3.6394
2025-01-10T11:00:00+00:00,3.6882
2025-01-10T12:00:00+00:00,11.7594
2025-01-10T13:00:00+00:00,10.3178
2025-01-10T14:00:00+00:00,7.0062
2025-01-10T15:00:00+00:00,1.6742
2025-01-10T16:00:00+00:00,0
2025-01-10T17:00:00+00:00,0
2025-01-10T18:00:00+00:00,0
2025-01-10T19:00:00+00:00,0
2025-01-10T20:00:00+00:00,0
2025-01-10T21:00:00+00:00,0
2025-01-10T22:00:00+00:00,0
2025-01-10T23:00:00+00:00,0
2025-01-11T00:00:00+00:00,0
2025-01-11T01:00:00+00:00,0
2025-01-11T02:00:00+00:00,0
2025-01-11T03:00:00+00:00,0
2025-01-11T04:00:00+00:00,0
2025-01-11T05:00:00+00:00,0
2025-01-11T06:00:00+00:00,0
2025-01-11T07:00:00+00:00,0
2025-01-11T08:00:00+00:00,0.032
2025-01-11T09:00:00+00:00,5.5046
2025-01-11T10:00:00+00:00,10.6002
2025-01-11T11:00:00+00:00,11.6692
2025-01-11T12:00:00+00:00,10.573
2025-01-11T13:00:00+00:00,7.1026
2025-01-11T14:00:00+00:00,1.2038
2025-01-11T15:00:00+00:00,0.6386
2025-01-11T16:00:00+00:00,0
2025-01-11T17:00:00+00:00,0
2025-01-11T18:00:00+00:00,0
2025-01-11T19:00:00+00:00,0
2025-01-11T20:00:00+00:00,0
2025-01-11T21:00:00+00:00,0
2025-01-11T22:00:00+00:00,0
2025-01-11T23:00:00+00:00,0
2025-01-12T00:00:00+00:00,0
2025-01-12T01:00:00+00:00,0
2025-01-12T02:00:00+00:00,0
2025-01-12T03:00:00+00:00,0
2025-01-12T04:00:00+00:00,0
2025-01-12T05:00:00+00:00,0
2025-01-12T06:00:00+00:00,0
2025-01-12T07:00:00+00:00,0
2025-01-12T08:00:00+00:00,0
2025-01-12T09:00:00+00:00,4.1766
2025-01-12T10:00:00+00:00,2.9216
2025-01-12T11:00:00+00:00,2.5702
2025-01-12T12:00:00+00:00,2.4332
2025-01-12T13:00:00+00:00,1.5752
2025-01-12T14:00:00+00:00,0.8734
2025-01-12T15:00:00+00:00,0.0136
2025-01-12T16:00:00+00:00,0
2025-01-12T17:00:00+00:00,0
2025-01-12T18:00:00+00:00,0
2025-01-12T19:00:00+00:00,0
2025-01-12T20:00:00+00:00,0
2025-01-12T21:00:00+00:00,0
2025-01-12T22:00:00+00:00,0
2025-01-12T23:00:00+00:00,0
2025-01-13T00:00:00+00:00,0
2025-01-13T01:00:00+00:00,0
2025-01-13T02:00:00+00:00,0
2025-01-13T03:00:00+00:00,0
2025-01-13T04:00:00+00:00,0
2025-01-13T05:00:00+00:00,0
2025-01-13T06:00:00+00:00,0
2025-01-13T07:00:00+00:00,0
2025-01-13T08:00:00+00:00,0
2025-01-13T09:00:00+00:00,0.5064
2025-01-13T10:00:00+00:00,0.3156
2025-01-13T11:00:00+00:00,0.746
2025-01-13T12:00:00+00:00,1.1724
2025-01-13T13:00:00+00:00,1.5624
2025-01-13T14:00:00+00:00,1.4304
2025-01-13T15:00:00+00:00,0.0794
2025-01-13T16:00:00+00:00,0
2025-01-13T17:00:00+00:00,0
2025-01-13T18:00:00+00:00,0
2025-01-13T19:00:00+00:00,0
2025-01-13T20:00:00+00:00,0
2025-01-13T21:00:00+00:00,0
2025-01-13T22:00:00+00:00,0
2025-01-13T23:00:00+00:00,0
2025-01-14T00:00:00+00:00,0
2025-01-14T01:00:00+00:00,0
2025-01-14T02:00:00+00:00,0
2025-01-14T03:00:00+00:00,0
2025-01-14T04:00:00+00:00,0
2025-01-14T05:00:00+00:00,0
2025-01-14T06:00:00+00:00,0
2025-01-14T07:00:00+00:00,0
2025-01-14T08:00:00+00:00,0
2025-01-14T09:00:00+00:00,0.522
2025-01-14T10:00:00+00:00,0.5698
2025-01-14T11:00:00+00:00,0.8194
2025-01-14T12:00:00+00:00,0.9234
2025-01-14T13:00:00+00:00,1.0008
2025-01-14T14:00:00+00:00,0.2462
2025-01-14T15:00:00+00:00,0.0586
2025-01-14T16:00:00+00:00,0
2025-01-14T17:00:00+00:00,0
2025-01-14T18:00:00+00:00,0
2025-01-14T19:00:00+00:00,0
2025-01-14T20:00:00+00:00,0
2025-01-14T21:00:00+00:00,0
2025-01-14T22:00:00+00:00,0
2025-01-14T23:00:00+00:00,0
2025-01-15T00:00:00+00:00,0
2025-01-15T01:00:00+00:00,0
2025-01-15T02:00:00+00:00,0
2025-01-15T03:00:00+00:00,0
2025-01-15T04:00:00+00:00,0
2025-01-15T05:00:00+00:00,0
2025-01-15T06:00:00+00:00,0
2025-01-15T07:00:00+00:00,0
2025-01-15T08:00:00+00:00,0
2025-01-15T09:00:00+00:00,0.447
2025-01-15T10:00:00+00:00,0.5186
2025-01-15T11:00:00+00:00,0.6496
2025-01-15T12:00:00+00:00,0.5876
2025-01-15T13:00:00+00:00,0.455
2025-01-15T14:00:00+00:00,1.65
2025-01-15T15:00:00+00:00,0
2025-01-15T16:00:00+00:00,0
2025-01-15T17:00:00+00:00,0
2025-01-15T18:00:00+00:00,0
2025-01-15T19:00:00+00:00,0
2025-01-15T20:00:00+00:00,0
2025-01-15T21:00:00+00:00,0
2025-01-15T22:00:00+00:00,0
2025-01-15T23:00:00+00:00,0
2025-01-16T00:00:00+00:00,0
2025-01-16T01:00:00+00:00,0
2025-01-16T02:00:00+00:00,0
2025-01-16T03:00:00+00:00,0
2025-01-16T04:00:00+00:00,0
2025-01-16T05:00:00+00:00,0
2025-01-16T06:00:00+00:00,0
2025-01-16T07:00:00+00:00,0
2025-01-16T08:00:00+00:00,0
2025-01-16T09:00:00+00:00,0.5582
2025-01-16T10:00:00+00:00,0.3546
2025-01-16T11:00:00+00:00,0.5514
2025-01-16T12:00:00+00:00,1.0012
2025-01-16T13:00:00+00:00,0.788
2025-01-16T14:00:00+00:00,0.2864
2025-01-16T15:00:00+00:00,0.7448
2025-01-16T16:00:00+00:00,0
2025-01-16T17:00:00+00:00,0
2025-01-16T18:00:00+00:00,0
2025-01-16T19:00:00+00:00,0
2025-01-16T20:00:00+00:00,0
2025-01-16T21:00:00+00:00,0
2025-01-16T22:00:00+00:00,0
2025-01-16T23:00:00+00:00,0
2025-01-17T00:00:00+00:00,0
2025-01-17T01:00:00+00:00,0
2025-01-17T02:00:00+00:00,0
2025-01-17T03:00:00+00:00,0
2025-01-17T04:00:00+00:00,0
2025-01-17T05:00:00+00:00,0
2025-01-17T06:00:00+00:00,0
2025-01-17T07:00:00+00:00,0
2025-01-17T08:00:00+00:00,0.0494
2025-01-17T09:00:00+00:00,0.5568
2025-01-17T10:00:00+00:00,0.7436
2025-01-17T11:00:00+00:00,4.1356
2025-01-17T12:00:00+00:00,2.0632
2025-01-17T13:00:00+00:00,1.0256
2025-01-17T14:00:00+00:00,2.3396
2025-01-17T15:00:00+00:00,2.6208
2025-01-17T16:00:00+00:00,0
2025-01-17T17:00:00+00:00,0
2025-01-17T18:00:00+00:00,0
2025-01-17T19:00:00+00:00,0
2025-01-17T20:00:00+00:00,0
2025-01-17T21:00:00+00:00,0
2025-01-17T22:00:00+00:00,0
2025-01-17T23:00:00+00:00,0
2025-01-18T00:00:00+00:00,0
2025-01-18T01:00:00+00:00,0
2025-01-18T02:00:00+00:00,0
2025-01-18T03:00:00+00:00,0
2025-01-18T04:00:00+00:00,0
2025-01-18T05:00:00+00:00,0
2025-01-18T06:00:00+00:00,0
2025-01-18T07:00:00+00:00,0
2025-01-18T08:00:00+00:00,0.5012
2025-01-18T09:00:00+00:00,1.489
2025-01-18T10:00:00+00:00,1.8142
2025-01-18T11:00:00+00:00,0.9638
2025-01-18T12:00:00+00:00,0.794
2025-01-18T13:00:00+00:00,0.5844
2025-01-18T14:00:00+00:00,0.2752
2025-01-18T15:00:00+00:00,0.0494
2025-01-18T16:00:00+00:00,0
2025-01-18T17:00:00+00:00,0
2025-01-18T18:00:00+00:00,0
2025-01-18T19:00:00+00:00,0
2025-01-18T20:00:00+00:00,0
2025-01-18T21:00:00+00:00,0
2025-01-18T22:00:00+00:00,0
2025-01-18T23:00:00+00:00,0
2025-01-19T00:00:00+00:00,0
2025-01-19T01:00:00+00:00,0
2025-01-19T02:00:00+00:00,0
2025-01-19T03:00:00+00:00,0
2025-01-19T04:00:00+00:00,0
2025-01-19T05:00:00+00:00,0
2025-01-19T06:00:00+00:00,0
2025-01-19T07:00:00+00:00,0
2025-01-19T08:00:00+00:00,2.446
2025-01-19T09:00:00+00:00,0.36
2025-01-19T10:00:00+00:00,0.1258
2025-01-19T11:00:00+00:00,7.78
2025-01-19T12:00:00+00:00,1.1218
2025-01-19T13:00:00+00:00,0.1482
2025-01-19T14:00:00+00:00,0.6122
2025-01-19T15:00:00+00:00,0.0488
2025-01-19T16:00:00+00:00,0
2025-01-19T17:00:00+00:00,0
2025-01-19T18:00:00+00:00,0
2025-01-19T19:00:00+00:00,0
2025-01-19T20:00:00+00:00,0
2025-01-19T21:00:00+00:00,0
2025-01-19T22:00:00+00:00,0
2025-01-19T23:00:00+00:00,0
2025-01-20T00:00:00+00:00,0
2025-01-20T01:00:00+00:00,0
2025-01-20T02:00:00+00:00,0
2025-01-20T03:00:00+00:00,0
2025-01-20T04:00:00+00:00,0
2025-01-20T05:00:00+00:00,0
2025-01-20T06:00:00+00:00,0
2025-01-20T07:00:00+00:00,0
2025-01-20T08:00:00+00:00,1.2026
2025-01-20T09:00:00+00:00,5.4906
2025-01-20T10:00:00+00:00,5.3354
2025-01-20T11:00:00+00:00,3.3442
2025-01-20T12:00:00+00:00,10.2442
2025-01-20T13:00:00+00:00,2.8874
2025-01-20T14:00:00+00:00,0.5888
2025-01-20T15:00:00+00:00,3.6406
2025-01-20T16:00:00+00:00,0
2025-01-20T17:00:00+00:00,0
2025-01-20T18:00:00+00:00,0
2025-01-20T19:00:00+00:00,0
2025-01-20T20:00:00+00:00,0
2025-01-20T21:00:00+00:00,0
2025-01-20T22:00:00+00:00,0
2025-01-20T23:00:00+00:00,0
2025-01-21T00:00:00+00:00,0
2025-01-21T01:00:00+00:00,0
2025-01-21T02:00:00+00:00,0
2025-01-21T03:00:00+00:00,0
2025-01-21T04:00:00+00:00,0
2025-01-21T05:00:00+00:00,0
2025-01-21T06:00:00+00:00,0
2025-01-21T07:00:00+00:00,0
2025-01-21T08:00:00+00:00,1.5974
2025-01-21T09:00:00+00:00,1.2068
2025-01-21T10:00:00+00:00,1.4582
2025-01-21T11:00:00+00:00,4.133
2025-01-21T12:00:00+00:00,0.3012
2025-01-21T13:00:00+00:00,0.5688
2025-01-21T14:00:00+00:00,1.1642
2025-01-21T15:00:00+00:00,0.3364
2025-01-21T16:00:00+00:00,0
2025-01-21T17:00:00+00:00,0
2025-01-21T18:00:00+00:00,0
2025-01-21T19:00:00+00:00,0
2025-01-21T20:00:00+00:00,0
2025-01-21T21:00:00+00:00,0
2025-01-21T22:00:00+00:00,0
2025-01-21T23:00:00+00:00,0
